0.000000	1.097000	1-100-100
0.000000	1.097000	2-100-100
0.000000	1.097000	4-100-100
0.000000	1.097000	5-100-100
1.462000	1.559738	1-100-100
1.645000	1.742738	2-100-100
1.827000	1.924738	3-100-100
2.010000	2.107738	5-100-100
2.193000	2.290738	4-100-100
2.376000	2.473738	5-100-100
2.558000	2.655738	1-100-100
2.558000	2.655738	2-100-100
2.741000	2.838738	4-100-100
2.741000	2.838738	5-100-100
2.924000	3.021738	1-100-100
2.924000	3.021738	2-100-100
3.107000	3.204738	4-100-100
3.107000	3.204738	5-100-100
3.289000	3.386738	3-100-100
3.472000	3.569738	5-100-100
3.654000	3.751738	1-100-100
3.837000	3.934738	2-100-100
4.019000	4.116738	3-100-100
4.202000	4.299738	4-100-100
4.202000	4.299738	5-100-100
4.385000	4.482738	1-100-100
4.568000	4.665738	2-100-100
4.750000	4.847738	3-100-100
4.933000	5.030738	5-100-100
5.116000	5.213738	3-100-100
5.299000	5.396738	5-100-100
5.481000	5.578738	1-100-100
5.481000	5.578738	2-100-100
5.664000	5.761738	4-100-100
5.664000	5.761738	5-100-100
5.847000	5.944738	1-100-100
5.847000	5.944738	2-100-100
6.030000	6.127738	4-100-100
6.030000	6.127738	5-100-100
6.212000	6.309738	3-100-100
6.395000	6.492738	5-100-100
6.577000	6.674738	3-100-100
6.760000	6.857738	5-100-100
6.942000	7.039738	1-100-100
7.125000	7.222738	4-100-100
7.309000	7.406738	3-100-100
7.492000	7.589738	3-100-100
7.674000	7.771738	1-100-100
7.857000	7.954738	4-100-100
8.039000	8.136738	4-100-100
8.222000	8.319738	5-100-100
8.404000	8.501738	3-100-100
8.587000	8.684738	3-100-100
8.770000	8.867738	1-100-100
8.953000	9.050738	2-100-100
9.135000	9.232738	1-100-100
9.318000	9.415738	4-100-100
9.501000	9.598738	1-100-100
9.684000	9.781738	4-100-100
9.866000	9.963738	3-100-100
10.049000	10.146738	5-100-100
10.232000	10.329738	4-100-100
10.415000	10.512738	5-100-100
10.597000	10.694738	3-100-100
10.780000	10.877738	4-100-100
10.780000	10.877738	5-100-100
10.963000	11.060738	3-100-100
11.146000	11.243738	3-100-100
11.328000	11.425738	4-100-100
11.511000	11.608738	5-100-100
11.693000	11.790738	3-100-100
11.876000	11.973738	5-100-100
12.059000	12.156738	3-100-100
12.242000	12.339738	5-100-100
12.424000	12.521738	5-100-100
12.515000	12.612738	4-100-100
12.606000	12.703738	3-100-100
12.698000	12.795738	1-100-100
12.789000	12.886738	2-100-100
12.880000	12.977738	4-100-100
12.972000	13.069738	5-100-100
13.063000	13.160738	1-100-100
13.063000	13.160738	2-100-100
13.154000	13.251738	4-100-100
13.338000	13.435738	5-100-100
13.520000	13.617738	1-100-100
13.703000	13.800738	4-100-100
13.886000	13.983738	1-100-100
14.070000	14.167738	2-100-100
14.252000	14.349738	1-100-100
14.435000	14.532738	2-100-100
14.617000	14.714738	1-100-100
14.617000	14.714738	2-100-100
14.801000	14.898738	4-100-100
14.801000	14.898738	5-100-100
14.983000	15.080738	4-100-100
15.166000	15.263738	5-100-100
15.347000	15.444738	1-100-100
15.531000	15.628738	2-100-100
15.713000	15.810738	3-100-100
15.896000	15.993738	3-100-100
16.078000	16.175738	3-100-100
16.262000	16.359738	5-100-100
16.444000	16.541738	1-100-100
16.627000	16.724738	2-100-100
16.810000	16.907738	4-100-100
16.994000	17.091738	5-100-100
17.176000	17.273738	3-100-100
17.359000	17.456738	4-100-100
17.359000	17.456738	5-100-100
17.541000	17.638738	3-100-100
17.725000	17.822738	5-100-100
17.907000	18.004738	1-100-100
18.090000	18.187738	2-100-100
18.271000	18.368738	3-100-100
18.455000	18.552738	5-100-100
18.637000	18.734738	1-100-100
18.820000	18.917738	4-100-100
19.002000	19.099738	3-100-100
19.184000	19.281738	3-100-100
19.367000	19.464738	3-100-100
19.549000	19.646738	3-100-100
19.732000	19.829738	1-100-100
19.732000	19.829738	2-100-100
19.914000	20.011738	4-100-100
19.914000	20.011738	5-100-100
20.098000	20.195738	1-100-100
20.280000	20.377738	2-100-100
20.463000	20.560738	3-100-100
20.645000	20.742738	4-100-100
20.645000	20.742738	5-100-100
20.829000	20.926738	3-100-100
21.011000	21.108738	3-100-100
21.194000	21.291738	3-100-100
21.376000	21.473738	5-100-100
21.560000	21.657738	1-100-100
21.742000	21.839738	2-100-100
21.925000	22.022738	1-100-100
22.108000	22.205738	4-100-100
22.290000	22.387738	1-100-100
22.290000	22.387738	2-100-100
22.473000	22.570738	4-100-100
22.473000	22.570738	5-100-100
22.656000	22.753738	4-100-100
22.839000	22.936738	5-100-100
23.021000	23.118738	1-100-100
23.204000	23.301738	2-100-100
23.386000	23.483738	1-100-100
23.386000	23.483738	2-100-100
23.569000	23.666738	4-100-100
23.569000	23.666738	5-100-100
23.661000	23.758738	4-100-100
23.752000	23.849738	5-100-100
24.117000	24.214738	1-100-100
24.300000	24.397738	4-100-100
24.392000	24.489738	1-100-100
24.392000	24.489738	2-100-100
24.483000	24.580738	4-100-100
24.597543	24.597543	END
